Year,State,HAI,Facility1,Facility1_ID,County,Infection_Count,Num_patients
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Beverly Hospital, Montebello",930000012.0,Los Angeles,1.0,41440.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Woodland Memorial Hospital,30000146.0,Yolo,0.0,9929.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Biggs Gridley Memorial Hospital, Gridley",230000001.0,Butte,0.0,3107.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Hospital Medical Center, Los Angeles",930000002.0,Los Angeles,5.0,72364.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Medical Facility, Vacaville",150000441.0,Solano,0.0,2042.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Mens Colony, San Luis Obispo",170001888.0,San Luis Obispo,0.0,9108.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, Davies Campus Hospital, SF",220000023.0,San Francisco,1.0,22050.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, Pacific Campus Hospital, SF",220000022.0,San Francisco,5.0,109733.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, St Luke's Campus, San Francisco",220000018.0,San Francisco,2.0,16681.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Catalina Island Medical Center, Avalon",930000013.0,Los Angeles,0.0,41.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Cedars-Sinai Medical Center, Los Angeles",930000004.0,Los Angeles,8.0,267626.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Centinela Hospital Medical Center, Inglewood",930000022.0,Los Angeles,1.0,72945.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Central Valley General Hospital, Hanford",40000119.0,Kings,0.0,7289.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chapman Medical Center, Orange",60000006.0,Orange,1.0,11874.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Childrens Hospital and Research Center at Oakland,140000014.0,Alameda,0.0,47499.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital at Mission, Mission Viejo",60001207.0,Orange,0.0,8200.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital Central California, Madera",40000129.0,Madera,2.0,72776.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Childrens Hospital of Los Angeles,930000034.0,Los Angeles,6.0,102642.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",60000007.0,Orange,0.0,59243.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chinese Hospital, San Francisco",220000003.0,San Francisco,0.0,11265.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Chino Valley Medical Center, Chino",240000003.0,San Bernardino,0.0,14397.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Citrus Valley Medical Center, IC , Covina",930000070.0,Los Angeles,5.0,112102.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"City of Hope Helford Clinical Research Hospital, Duarte",930000036.0,Los Angeles,4.0,60086.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Clovis Community Medical Center,40000095.0,Fresno,3.0,53075.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Coalinga Regional Medical Center,40000096.0,Fresno,0.0,976.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Coast Plaza Hospital, Norwalk",930000038.0,Los Angeles,0.0,13790.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eastern Plumas Health Care, Portola",230000004.0,Plumas,0.0,889.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Coastal Communities Hospital, Santa Ana",60000021.0,Orange,1.0,18750.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),College Hospital Costa Mesa,60000008.0,Orange,0.0,39515.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Colorado River Medical Center, Needles",240000034.0,San Bernardino,1.0,1540.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Colusa Reg Medical Center,230000259.0,Colusa,0.0,2431.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community and Mission Hospital of Huntington Park,930000040.0,Los Angeles,0.0,14747.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital Long Beach,930000082.0,Los Angeles,0.0,11242.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital of San Bernardino,240000082.0,San Bernardino,1.0,30736.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Hospital of The Monterey Peninsula, Monterey",70000137.0,Monterey,0.0,47909.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Memorial Hospital, San Buenaventura, Ventura",50000014.0,Ventura,3.0,51928.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Community Regional Medical Center, Fresno",40000101.0,Fresno,19.0,196889.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Contra Costa Regional Medical Center, Martinez",140000195.0,Contra Costa,1.0,44733.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Corona Regional Medical Center, Campus #1",250000006.0,Riverside,0.0,31611.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Dameron Hospital, Stockton",30000117.0,San Joaquin,1.0,32745.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Delano Regional Medical Center,120000336.0,Kern,0.0,14294.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Desert Regional Medical Center, Palm Springs",250000008.0,Riverside,2.0,77398.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Desert Valley Hospital, Victorville",240001330.0,San Bernardino,2.0,32383.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Doctors Hospital of Manteca,30000118.0,San Joaquin,0.0,15299.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Hospital of West Covina, Inc, West Covina",930000188.0,Los Angeles,0.0,365.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medical Center, Modesto",30000122.0,Stanislaus,7.0,130323.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medical Center, San Pablo",110001204.0,Contra Costa,2.0,24463.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Dominican Hospital,70000139.0,Santa Cruz,2.0,50605.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Downey Regional Medical Center,930000052.0,Los Angeles,0.0,36504.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Earl & Loraine Miller Children's Hospital, Long Beach",930001709.0,Los Angeles,3.0,78645.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Los Angeles Doctors Hospital, Los Angeles",930000053.0,Los Angeles,3.0,27145.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Valley Hospital Medical Center, Glendora",930000060.0,Los Angeles,0.0,5950.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eden Medical Center, Castro Valley",140000183.0,Alameda,2.0,38677.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eisenhower Medical Center, Rancho Mirage",250000011.0,Riverside,1.0,77381.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Los Gatos",70000136.0,Santa Clara,1.0,15239.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Mountain View",70001351.0,Santa Clara,1.0,68521.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),El Centro Regional Medical Center,90000040.0,Imperial,1.0,27358.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Emanuel Medical Center Inc, Turlock",30000125.0,Stanislaus,0.0,43402.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Encino Hospital Medical Center, Encino",930000054.0,Los Angeles,1.0,21534.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Enloe Medical Center-Cohasset, Chico",230000013.0,Butte,2.0,70412.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairchild Medical Center, Yreka",230000019.0,Siskiyou,0.0,5283.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairview Developmental Center, Costa Mesa",170001767.0,Orange,0.0,313.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fallbrook Hospital District,80000043.0,San Diego,0.0,5648.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Feather River Hospital, Paradise",230000005.0,Butte,0.0,21853.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",930000056.0,Los Angeles,0.0,19333.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fountain Valley Regional Hospital & Medical Center,60000011.0,Orange,2.0,90106.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Frank R. Howard Memorial Hospital, Willits",110000008.0,Mendocino,0.0,5742.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fremont Medical Center, Yuba City",230000261.0,Sutter-Yuba,8.0,52865.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"French Hospital Medical Center, San Luis Obispo",50000016.0,San Luis Obispo,1.0,15075.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Heart and Surgical Hospital,40001397.0,Fresno,0.0,11669.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Surgical Hospital,40000254.0,Fresno,0.0,3848.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Garden Grove Hospital and Medical Center,60000058.0,Orange,2.0,22895.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Garfield Medical Center, Monterey Park",930000058.0,Los Angeles,2.0,62108.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"George L. Mee Memorial Hospital, King City",70000141.0,Monterey,0.0,24944.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Glendale Adventist Medical Center,930000059.0,Los Angeles,5.0,104313.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Glendale Memorial Hospital and Health Center,930000093.0,Los Angeles,4.0,50287.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Glenn Medical Center, Willows",230000006.0,Glenn,0.0,755.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Goleta Valley Cottage Hospital, Santa Barbara",50000017.0,Santa Barbara,0.0,14694.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, Bakersfield",120000319.0,Kern,0.0,4381.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, Los Angeles",930000068.0,Los Angeles,4.0,66219.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, San Jose",70000153.0,Santa Clara,4.0,86728.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Greater El Monte Community Hospital, South El Monte",930000062.0,Los Angeles,0.0,15223.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Grossmont Hospital, La Mesa",80000045.0,San Diego,6.0,123527.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hazel Hawkins Memorial Hospital, Hollister",70000142.0,San Benito,0.0,8316.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Healthbridge Children's Hospital, Orange",60001674.0,Orange,0.0,1561.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Hemet Valley Medical Center,250000012.0,Riverside,3.0,31904.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Henry Mayo Newhall Memorial Hospital, Valencia",930000063.0,Los Angeles,2.0,54515.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hi-Desert Medical Center, Joshua Tree",240000014.0,San Bernardino,0.0,10957.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hoag Memorial Hospital Presbyterian, Newport Beach",60000014.0,Orange,3.0,119003.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Hoag Orthopedic Hospitalital,630012891.0,Orange,0.0,9712.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hollywood Presbyterian Medical Center, Los Angeles",930000065.0,Los Angeles,4.0,66057.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Huntington Beach Hospital,60000015.0,Orange,0.0,19391.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Huntington Memorial Hospital, Pasadena",930000026.0,Los Angeles,3.0,129418.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Jerold Phelps Community Hospital, Garberville",110000057.0,Humboldt,0.0,86.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John C. Fremont Healthcare District, Mariposa",40000105.0,Mariposa,0.0,9070.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John D Klarich Memorial Hospital, CSP-Corcoran",170001879.0,Kings,1.0,23266.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John F. Kennedy Memorial Hospital, Indio",250000017.0,Riverside,0.0,24919.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John Muir Medical Center, Concord",140000196.0,Contra Costa,4.0,41890.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John Muir Medical Center, Walnut Creek",140000187.0,Contra Costa,4.0,86091.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital & Rehab. Center, Vallejo",110000011.0,Solano,0.0,49230.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital South Bay, Harbor City",930000071.0,Los Angeles,3.0,51145.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Anaheim Medical Center",630013929.0,Orange,4.0,54901.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Antioch",630011203.0,Contra Costa,0.0,30201.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Baldwin Park",930001543.0,Los Angeles,1.0,47786.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Downey, Bellflower",930000074.0,Los Angeles,1.0,73631.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Fontana",240000024.0,San Bernardino,0.0,75170.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Fresno",40000949.0,Fresno,2.0,26721.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Hayward/Fremont",140000189.0,Alameda,1.0,54226.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Irvine",630011745.0,Orange,0.0,46106.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Los Angeles",930000072.0,Los Angeles,5.0,111087.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Manteca",30000973.0,Stanislaus-San Joaquin,0.0,31992.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Moreno Valley",630011959.0,Riverside,1.0,15315.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Oakland/Richmond",140000188.0,Alameda-Contra Costa,2.0,72948.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Ontario",630013398.0,San Bernardino,7.0,69352.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Panorama City",930000050.0,Los Angeles,1.0,47484.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Redwood City",220000010.0,San Mateo,0.0,36339.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Riverside",250000707.0,Riverside,5.0,48168.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Roseville",30001370.0,Placer,1.0,76279.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Sacramento",30000130.0,Sacramento,1.0,42589.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Diego",80000144.0,San Diego,4.0,100743.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Francisco",220000008.0,San Francisco,0.0,58663.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Jose",70000150.0,Santa Clara,0.0,49244.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Rafael",110000944.0,Marin,0.0,21655.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Clara",70001355.0,Santa Clara,5.0,87156.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Rosa",110000508.0,Sonoma,1.0,30155.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South Sacramento",30000133.0,Sacramento,3.0,50451.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South San Francisco",220000009.0,San Mateo,0.0,22271.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Vacaville",630012364.0,Solano,2.0,18163.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Walnut Creek",140000190.0,Contra Costa,0.0,65284.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, West LA, Los Angeles",930000076.0,Los Angeles,1.0,44560.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Woodland Hills",930000290.0,Los Angeles,1.0,43385.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaweah Delta Medical Center, Visalia",120001444.0,Tulare,6.0,114581.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Keck Hospital of USC, Los Angeles",930000912.0,Los Angeles,8.0,78823.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Medical Center, Bakersfield",120000342.0,Kern,3.0,53831.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Valley Healthcare District, Lake Isabella",120000344.0,Kern,0.0,3292.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),La Palma Intercommunity Hospital,60000024.0,Orange,2.0,19319.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Harbor-UCLA Medical Center, Torrance",60000027.0,Los Angeles,1.0,101554.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Rancho Los Amigos National Rehab Center, Downey",60000028.0,Los Angeles,1.0,59694.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC+USC Medical Center, Los Angeles",60000040.0,Los Angeles,16.0,175593.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Laguna Honda Hospital & Rehab Center, San Francisco",220000012.0,San Francisco,0.0,1184.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lakewood Regional Medical Center,930000047.0,Los Angeles,0.0,38077.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lanterman Developmental Center, Pomona",170001771.0,Los Angeles,0.0,423.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lodi Memorial Hospital,30000139.0,San Joaquin,2.0,33545.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Loma Linda UNIV Medical Center, Loma Linda",240000027.0,San Bernardino,16.0,198554.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Loma Linda University Medical Center - Murrieta,630012971.0,Riverside,4.0,30800.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lompoc Valley Medical Center,50000018.0,Santa Barbara,0.0,9662.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Long Beach Memorial Medical Center, Long Beach",930000095.0,Los Angeles,5.0,97550.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Alamitos Medical Center,60000025.0,Orange,0.0,44652.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",60000038.0,Los Angeles,2.0,68082.0
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Angeles Community Hospital,930000085.0,Los Angeles,10.0,40651.0
